iter	Passed	Remaining
944	7009	407
945	7017	400
946	7026	393
947	7033	385
948	7041	378
949	7048	370
950	7055	363
951	7062	356
952	7069	348
953	7076	341
954	7084	333
955	7091	326
956	7098	318
957	7105	311
958	7112	304
959	7119	296
960	7127	289
961	7135	281
962	7143	274
963	7150	267
964	7159	259
965	7166	252
966	7173	244
967	7180	237
968	7187	229
969	7195	222
970	7202	215
971	7210	207
972	7217	200
973	7224	192
974	7231	185
975	7239	178
976	7248	170
977	7255	163
978	7264	155
979	7271	148
980	7278	140
981	7286	133
982	7295	126
983	7303	118
984	7311	111
985	7319	103
986	7327	96
987	7335	89
988	7343	81
989	7351	74
990	7360	66
991	7368	59
992	7375	51
993	7383	44
994	7390	37
995	7398	29
996	7405	22
997	7413	14
998	7421	7
999	7429	0
